DIABETES,HIPERTENSION,OBESITY,death_rate,n,features,combo,COPD,ASTHMA,CARDIOVASCULAR,RENAL_CHRONIC,INMSUPR,TOBACCO,OTHER_DISEASE
,,,0.0936599423631124,9716,COPD + ASTHMA + INMSUPR,0_1_0,0.0,1.0,,,0.0,,
,0.0,,0.09359210604529514,302814,HIPERTENSION + CARDIOVASCULAR + OTHER_DISEASE,0_0_0,,,0.0,,,,0.0
,0.0,,0.09341746971253403,306645,HIPERTENSION + COPD + CARDIOVASCULAR,0_0_0,0.0,,0.0,,,,
,0.0,,0.09338961504612275,306790,HIPERTENSION + COPD + INMSUPR,0_0_0,0.0,,,,0.0,,
,,,0.09327748263179403,9788,ASTHMA + CARDIOVASCULAR + RENAL_CHRONIC,1_0_0,,1.0,0.0,0.0,,,
,0.0,,0.09310933565373307,303396,HIPERTENSION + RENAL_CHRONIC + OTHER_DISEASE,0_0_0,,,,0.0,,,0.0
0.0,,0.0,0.09294667358896389,269660,DIABETES + OBESITY + INMSUPR,0_0_0,,,,,0.0,,
0.0,,,0.09291338582677165,635,DIABETES + ASTHMA + TOBACCO,0_1_1,,1.0,,,,1.0,
,0.0,,0.09282229375445494,307243,HIPERTENSION + COPD + RENAL_CHRONIC,0_0_0,0.0,,,0.0,,,
,0.0,,0.09257291453538641,303026,HIPERTENSION + COPD + OTHER_DISEASE,0_0_0,0.0,,,,,,0.0
0.0,,0.0,0.09187305464130936,268588,DIABETES + OBESITY + CARDIOVASCULAR,0_0_0,,,0.0,,,,
,0.0,0.0,0.09185827248248193,257734,HIPERTENSION + OBESITY + ASTHMA,0_0_0,,0.0,,,,,
0.0,,0.0,0.09158042539913672,269206,DIABETES + OBESITY + RENAL_CHRONIC,0_0_0,,,,0.0,,,
,,,0.09155222638368705,9612,COPD + ASTHMA + CARDIOVASCULAR,0_1_0,0.0,1.0,0.0,,,,
0.0,,0.0,0.09152235350711042,266088,DIABETES + OBESITY + OTHER_DISEASE,0_0_0,,,,,,,0.0
0.0,,0.0,0.09133957033699859,269467,DIABETES + OBESITY + COPD,0_0_0,0.0,,,,,,
,,,0.09127351218008017,9729,COPD + ASTHMA + RENAL_CHRONIC,0_1_0,0.0,1.0,,0.0,,,
,0.0,0.0,0.0906661159233657,246939,HIPERTENSION + OBESITY + TOBACCO,0_0_0,,,,,,0.0,
,0.0,0.0,0.08972444893615392,261222,HIPERTENSION + OBESITY + CARDIOVASCULAR,0_0_0,,,0.0,,,,
,0.0,0.0,0.08966010925196474,261231,HIPERTENSION + OBESITY + INMSUPR,0_0_0,,,,,0.0,,
,0.0,0.0,0.08907155009271119,261565,HIPERTENSION + OBESITY + RENAL_CHRONIC,0_0_0,,,,0.0,,,
,0.0,0.0,0.0888867372823919,258205,HIPERTENSION + OBESITY + OTHER_DISEASE,0_0_0,,,,,,,0.0
,0.0,0.0,0.0887297872014931,261468,HIPERTENSION + OBESITY + COPD,0_0_0,0.0,,,,,,
,,0.0,0.08597748208802457,6839,OBESITY + ASTHMA + TOBACCO,0_1_0,,1.0,,,,0.0,
,,0.0,0.08513910247448624,7153,OBESITY + ASTHMA + INMSUPR,0_1_0,,1.0,,,0.0,,
,,0.0,0.08509132096842702,7063,OBESITY + ASTHMA + OTHER_DISEASE,0_1_0,,1.0,,,,,0.0
0.0,0.0,,0.0847474300329546,20331,DIABETES + HIPERTENSION + TOBACCO,0_0_1,,,,,,1.0,
,,0.0,0.08308730493462674,7113,OBESITY + ASTHMA + CARDIOVASCULAR,0_1_0,,1.0,0.0,,,,
,,0.0,0.08214783821478382,7170,OBESITY + ASTHMA + RENAL_CHRONIC,0_1_0,,1.0,,0.0,,,
0.0,0.0,,0.08076596513413423,276775,DIABETES + HIPERTENSION + ASTHMA,0_0_0,,0.0,,,,,
,,0.0,0.08011363636363636,7040,OBESITY + COPD + ASTHMA,0_0_1,0.0,1.0,,,,,
0.0,0.0,,0.07980581419604423,263665,DIABETES + HIPERTENSION + TOBACCO,0_0_0,,,,,,0.0,
,0.0,,0.07966101694915254,590,HIPERTENSION + ASTHMA + TOBACCO,0_1_1,,1.0,,,,1.0,
0.0,0.0,,0.07910232551532112,281572,DIABETES + HIPERTENSION + INMSUPR,0_0_0,,,,,0.0,,
0.0,0.0,,0.07904052842517816,282197,DIABETES + HIPERTENSION + RENAL_CHRONIC,0_0_0,,,,0.0,,,
0.0,0.0,,0.0790108543106358,281455,DIABETES + HIPERTENSION + CARDIOVASCULAR,0_0_0,,,0.0,,,,
0.0,0.0,,0.0782977606407696,281911,DIABETES + HIPERTENSION + COPD,0_0_0,0.0,,,,,,
0.0,0.0,,0.07814849725498096,277958,DIABETES + HIPERTENSION + OTHER_DISEASE,0_0_0,,,,,,,0.0
0.0,,,0.07501565435190984,7985,DIABETES + ASTHMA + TOBACCO,0_1_0,,1.0,,,,0.0,
0.0,0.0,0.0,0.07482264369480238,241745,DIABETES + HIPERTENSION + OBESITY,0_0_0,,,,,,,
0.0,,,0.07482014388489208,8340,DIABETES + ASTHMA + OTHER_DISEASE,0_1_0,,1.0,,,,,0.0
0.0,,,0.07438894792773645,8469,DIABETES + ASTHMA + INMSUPR,0_1_0,,1.0,,,0.0,,
0.0,,,0.07409581963363081,8516,DIABETES + ASTHMA + RENAL_CHRONIC,0_1_0,,1.0,,0.0,,,
0.0,,,0.07372670070046301,8423,DIABETES + ASTHMA + CARDIOVASCULAR,0_1_0,,1.0,0.0,,,,
0.0,,,0.07134349690328728,8396,DIABETES + COPD + ASTHMA,0_0_1,0.0,1.0,,,,,
,0.0,,0.06772745818033456,7353,HIPERTENSION + ASTHMA + TOBACCO,0_1_0,,1.0,,,,0.0,
,0.0,,0.0671167077761911,7703,HIPERTENSION + ASTHMA + OTHER_DISEASE,0_1_0,,1.0,,,,,0.0
,0.0,,0.06705054382597568,7815,HIPERTENSION + ASTHMA + CARDIOVASCULAR,0_1_0,,1.0,0.0,,,,
,0.0,,0.06631029655084637,7857,HIPERTENSION + ASTHMA + RENAL_CHRONIC,0_1_0,,1.0,,0.0,,,
,0.0,,0.06616329664704376,7814,HIPERTENSION + ASTHMA + INMSUPR,0_1_0,,1.0,,,0.0,,
0.0,,0.0,0.06440410418310971,6335,DIABETES + OBESITY + ASTHMA,0_0_1,,1.0,,,,,
,0.0,,0.06409096782530042,7739,HIPERTENSION + COPD + ASTHMA,0_0_1,0.0,1.0,,,,,
,0.0,0.0,0.05895087427144047,6005,HIPERTENSION + OBESITY + ASTHMA,0_0_1,,1.0,,,,,
0.0,0.0,,0.056917324470294975,7221,DIABETES + HIPERTENSION + ASTHMA,0_0_1,,1.0,,,,,
