DIABETES,HIPERTENSION,OBESITY,death_rate,n,features,combo,COPD,ASTHMA,CARDIOVASCULAR,RENAL_CHRONIC,INMSUPR,TOBACCO,OTHER_DISEASE
,,,0.3026315789473684,380,COPD + ASTHMA + OTHER_DISEASE,1_1_0,1.0,1.0,,,,,0.0
1.0,,1.0,0.30258096538032014,16118,DIABETES + OBESITY + RENAL_CHRONIC,1_1_0,,,,0.0,,,
,,,0.30201342281879195,149,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,1_1_1,,,1.0,,1.0,,1.0
,,,0.30158730158730157,126,COPD + CARDIOVASCULAR + OTHER_DISEASE,1_1_1,1.0,,1.0,,,,1.0
,1.0,,0.30155241294460805,72339,HIPERTENSION + ASTHMA + INMSUPR,1_0_0,,0.0,,,0.0,,
,1.0,0.0,0.30147796823647494,50813,HIPERTENSION + OBESITY + OTHER_DISEASE,1_0_0,,,,,,,0.0
,1.0,,0.3013284403669725,68125,HIPERTENSION + ASTHMA + TOBACCO,1_0_0,,0.0,,,,0.0,
,1.0,0.0,0.30126566995995735,49697,HIPERTENSION + OBESITY + CARDIOVASCULAR,1_0_0,,,0.0,,,,
,0.0,,0.30038022813688214,263,HIPERTENSION + INMSUPR + TOBACCO,0_1_1,,,,,1.0,1.0,
,,,0.3,340,RENAL_CHRONIC + INMSUPR + TOBACCO,0_1_1,,,,0.0,1.0,1.0,
,1.0,0.0,0.29999016812506146,50855,HIPERTENSION + OBESITY + COPD,1_0_0,0.0,,,,,,
,1.0,,0.29864393864563193,70867,HIPERTENSION + ASTHMA + OTHER_DISEASE,1_0_0,,0.0,,,,,0.0
,,,0.2982456140350877,342,COPD + INMSUPR + TOBACCO,0_1_1,0.0,,,,1.0,1.0,
,,,0.29808165272995574,4066,ASTHMA + INMSUPR + TOBACCO,0_1_0,,0.0,,,1.0,0.0,
,,1.0,0.2975609756097561,205,OBESITY + COPD + ASTHMA,1_1_1,1.0,1.0,,,,,
1.0,,,0.29707112970711297,239,DIABETES + COPD + ASTHMA,1_1_1,1.0,1.0,,,,,
,1.0,,0.2970386054471097,68954,HIPERTENSION + ASTHMA + CARDIOVASCULAR,1_0_0,,0.0,0.0,,,,
,1.0,,0.29695542425225274,70913,HIPERTENSION + COPD + ASTHMA,1_0_0,0.0,0.0,,,,,
,1.0,,0.2966484258197495,68893,HIPERTENSION + INMSUPR + TOBACCO,1_0_0,,,,,0.0,0.0,
1.0,,,0.2961165048543689,206,DIABETES + ASTHMA + CARDIOVASCULAR,1_1_1,,1.0,1.0,,,,
,,0.0,0.29508196721311475,610,OBESITY + TOBACCO + OTHER_DISEASE,0_1_1,,,,,,1.0,1.0
,1.0,1.0,0.29480017189514396,2327,HIPERTENSION + OBESITY + TOBACCO,1_1_1,,,,,,1.0,
,1.0,,0.2945223604128076,71801,HIPERTENSION + INMSUPR + OTHER_DISEASE,1_0_0,,,,,0.0,,0.0
,1.0,,0.2937623967553806,67558,HIPERTENSION + TOBACCO + OTHER_DISEASE,1_0_0,,,,,,0.0,0.0
,,0.0,0.29337999416739574,3429,OBESITY + ASTHMA + INMSUPR,0_0_1,,0.0,,,1.0,,
,1.0,,0.2927943864614659,67836,HIPERTENSION + COPD + TOBACCO,1_0_0,0.0,,,,,0.0,
,1.0,,0.2926448247198097,69774,HIPERTENSION + CARDIOVASCULAR + INMSUPR,1_0_0,,,0.0,,0.0,,
,1.0,,0.29258590060885803,65861,HIPERTENSION + CARDIOVASCULAR + TOBACCO,1_0_0,,,0.0,,,0.0,
,1.0,,0.29229652582946,71643,HIPERTENSION + COPD + INMSUPR,1_0_0,0.0,,,,0.0,,
,,1.0,0.291932059447983,942,OBESITY + RENAL_CHRONIC + INMSUPR,1_0_1,,,,0.0,1.0,,
,,1.0,0.2918918918918919,185,OBESITY + INMSUPR + TOBACCO,1_1_1,,,,,1.0,1.0,
,,,0.2918918918918919,370,COPD + ASTHMA + RENAL_CHRONIC,1_1_0,1.0,1.0,,0.0,,,
,,,0.2918751489158923,4197,COPD + ASTHMA + INMSUPR,0_0_1,0.0,0.0,,,1.0,,
,,,0.29141770776751763,3682,ASTHMA + INMSUPR + OTHER_DISEASE,0_1_0,,0.0,,,1.0,,0.0
,1.0,1.0,0.2914002701485817,22210,HIPERTENSION + OBESITY + ASTHMA,1_1_0,,0.0,,,,,
,1.0,0.0,0.29127585500716774,48830,HIPERTENSION + OBESITY + RENAL_CHRONIC,1_0_0,,,,0.0,,,
,,,0.2909930715935335,866,ASTHMA + TOBACCO + OTHER_DISEASE,0_1_1,,0.0,,,,1.0,1.0
,0.0,,0.29080675422138835,533,HIPERTENSION + INMSUPR + OTHER_DISEASE,0_1_1,,,,,1.0,,1.0
,,1.0,0.2900552486187845,2172,OBESITY + ASTHMA + OTHER_DISEASE,1_0_1,,0.0,,,,,1.0
,1.0,,0.2897422793312404,68485,HIPERTENSION + CARDIOVASCULAR + OTHER_DISEASE,1_0_0,,,0.0,,,,0.0
,1.0,,0.28945719655977675,70228,HIPERTENSION + COPD + OTHER_DISEASE,1_0_0,0.0,,,,,,0.0
,1.0,,0.28868440976064297,68684,HIPERTENSION + ASTHMA + RENAL_CHRONIC,1_0_0,,0.0,,0.0,,,
,,,0.2884189820506516,4067,ASTHMA + CARDIOVASCULAR + INMSUPR,0_0_1,,0.0,0.0,,1.0,,
,1.0,,0.2881158066775625,68528,HIPERTENSION + COPD + CARDIOVASCULAR,1_0_0,0.0,,0.0,,,,
,1.0,1.0,0.2874285714285714,21000,HIPERTENSION + OBESITY + TOBACCO,1_1_0,,,,,,0.0,
,,1.0,0.28727634194831014,2012,OBESITY + TOBACCO + OTHER_DISEASE,1_0_1,,,,,,0.0,1.0
,,,0.2871680317696699,4029,COPD + INMSUPR + TOBACCO,0_1_0,0.0,,,,1.0,0.0,
,,0.0,0.28645200486026734,3292,OBESITY + INMSUPR + TOBACCO,0_1_0,,,,,1.0,0.0,
,1.0,1.0,0.2857582012208511,22771,HIPERTENSION + OBESITY + INMSUPR,1_1_0,,,,,0.0,,
0.0,,,0.285417100062409,4807,DIABETES + ASTHMA + CARDIOVASCULAR,0_0_1,,0.0,1.0,,,,
,1.0,,0.28477883967846856,69791,HIPERTENSION + RENAL_CHRONIC + INMSUPR,1_0_0,,,,0.0,0.0,,
,,,0.2846715328467153,822,INMSUPR + TOBACCO + OTHER_DISEASE,0_1_1,,,,,0.0,1.0,1.0
,1.0,1.0,0.2843493473287579,22293,HIPERTENSION + OBESITY + OTHER_DISEASE,1_1_0,,,,,,,0.0
1.0,0.0,,0.2840466926070039,2313,DIABETES + HIPERTENSION + TOBACCO,1_0_1,,,,,,1.0,
,,,0.28402366863905326,338,COPD + ASTHMA + CARDIOVASCULAR,1_1_0,1.0,1.0,0.0,,,,
,1.0,,0.28394082659752934,65570,HIPERTENSION + RENAL_CHRONIC + TOBACCO,1_0_0,,,,0.0,,0.0,
,,,0.2824427480916031,3537,INMSUPR + TOBACCO + OTHER_DISEASE,1_0_0,,,,,1.0,0.0,0.0
,,,0.28243105209397346,3916,CARDIOVASCULAR + INMSUPR + TOBACCO,0_1_0,,,0.0,,1.0,0.0,
,,,0.28205128205128205,312,ASTHMA + CARDIOVASCULAR + INMSUPR,1_1_0,,1.0,1.0,,0.0,,
,1.0,,0.28171737442688266,68267,HIPERTENSION + RENAL_CHRONIC + OTHER_DISEASE,1_0_0,,,,0.0,,,0.0
,,0.0,0.28171530673019657,3358,OBESITY + COPD + INMSUPR,0_0_1,0.0,,,,1.0,,
,1.0,1.0,0.2814174433788104,22209,HIPERTENSION + OBESITY + COPD,1_1_0,0.0,,,,,,
,,,0.2809917355371901,121,RENAL_CHRONIC + TOBACCO + OTHER_DISEASE,1_1_1,,,,1.0,,1.0,1.0
,1.0,,0.2803353566921089,66556,HIPERTENSION + CARDIOVASCULAR + RENAL_CHRONIC,1_0_0,,,0.0,0.0,,,
,1.0,,0.28,275,HIPERTENSION + ASTHMA + CARDIOVASCULAR,1_1_1,,1.0,1.0,,,,
,1.0,,0.27948469642280716,68154,HIPERTENSION + COPD + RENAL_CHRONIC,1_0_0,0.0,,,0.0,,,
0.0,,,0.27924921793534935,4795,DIABETES + CARDIOVASCULAR + INMSUPR,0_1_0,,,1.0,,0.0,,
,0.0,,0.27906976744186046,86,HIPERTENSION + ASTHMA + RENAL_CHRONIC,0_1_1,,1.0,,1.0,,,
1.0,1.0,,0.2789317507418398,1011,DIABETES + HIPERTENSION + ASTHMA,1_1_1,,1.0,,,,,
,1.0,1.0,0.2787023186237846,21392,HIPERTENSION + OBESITY + CARDIOVASCULAR,1_1_0,,,0.0,,,,
,,1.0,0.2785234899328859,2086,OBESITY + INMSUPR + OTHER_DISEASE,1_0_1,,,,,0.0,,1.0
,,,0.2777502477700694,4036,COPD + CARDIOVASCULAR + INMSUPR,0_0_1,0.0,,0.0,,1.0,,
,,,0.2775757575757576,825,RENAL_CHRONIC + TOBACCO + OTHER_DISEASE,0_1_1,,,,0.0,,1.0,1.0
,,0.0,0.2772940388479571,2986,OBESITY + INMSUPR + OTHER_DISEASE,0_1_0,,,,,1.0,,0.0
,,,0.2772585669781931,321,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,1_1_0,,1.0,1.0,,,,0.0
0.0,,,0.27704070159658195,4447,DIABETES + CARDIOVASCULAR + TOBACCO,0_1_0,,,1.0,,,0.0,
,,,0.27661334804191945,3626,COPD + INMSUPR + OTHER_DISEASE,0_1_0,0.0,,,,1.0,,0.0
,,0.0,0.27596618357487923,3312,OBESITY + CARDIOVASCULAR + INMSUPR,0_0_1,,,0.0,,1.0,,
,,,0.2752750130958617,3818,ASTHMA + RENAL_CHRONIC + INMSUPR,0_0_1,,0.0,,0.0,1.0,,
,1.0,1.0,0.27516292541636495,22096,HIPERTENSION + OBESITY + RENAL_CHRONIC,1_1_0,,,,0.0,,,
0.0,,,0.2746432491767289,4555,DIABETES + CARDIOVASCULAR + OTHER_DISEASE,0_1_0,,,1.0,,,,0.0
,,,0.2743338008415147,3565,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,0_1_0,,,0.0,,1.0,,0.0
,,1.0,0.2741861531407611,2181,OBESITY + COPD + OTHER_DISEASE,1_0_1,0.0,,,,,,1.0
,,,0.27350427350427353,117,CARDIOVASCULAR + INMSUPR + TOBACCO,1_1_1,,,1.0,,1.0,1.0,
0.0,,,0.2731550802139037,4675,DIABETES + CARDIOVASCULAR + RENAL_CHRONIC,0_1_0,,,1.0,0.0,,,
,,,0.273015873015873,315,ASTHMA + CARDIOVASCULAR + TOBACCO,1_1_0,,1.0,1.0,,,0.0,
,,,0.2727272727272727,792,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,0_1_1,,,0.0,,,1.0,1.0
,,,0.272,125,COPD + ASTHMA + CARDIOVASCULAR,1_1_1,1.0,1.0,1.0,,,,
,,,0.27106227106227104,819,COPD + TOBACCO + OTHER_DISEASE,0_1_1,0.0,,,,,1.0,1.0
0.0,,0.0,0.2706766917293233,3591,DIABETES + OBESITY + CARDIOVASCULAR,0_0_1,,,1.0,,,,
0.0,,,0.27037037037037037,270,DIABETES + INMSUPR + TOBACCO,0_1_1,,,,,1.0,1.0,
,,,0.2702702702702703,111,COPD + RENAL_CHRONIC + INMSUPR,1_1_1,1.0,,,1.0,1.0,,
,,1.0,0.2701514411333659,2047,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,1_0_1,,,0.0,,,,1.0
1.0,0.0,0.0,0.27011912339729016,21994,DIABETES + HIPERTENSION + OBESITY,1_0_0,,,,,,,
,,1.0,0.2698412698412698,126,OBESITY + ASTHMA + RENAL_CHRONIC,1_1_1,,1.0,,1.0,,,
,,,0.2697406340057637,8675,ASTHMA + TOBACCO + OTHER_DISEASE,0_0_1,,0.0,,,,0.0,1.0
,,,0.2688961392060903,3678,RENAL_CHRONIC + INMSUPR + TOBACCO,0_1_0,,,,0.0,1.0,0.0,
,,1.0,0.26858736059479554,2152,OBESITY + RENAL_CHRONIC + OTHER_DISEASE,1_0_1,,,,0.0,,,1.0
0.0,1.0,,0.2684982828598189,3203,DIABETES + HIPERTENSION + TOBACCO,0_1_1,,,,,,1.0,
1.0,0.0,,0.26844101023109396,27954,DIABETES + HIPERTENSION + ASTHMA,1_0_0,,0.0,,,,,
,,0.0,0.26744186046511625,258,OBESITY + COPD + ASTHMA,0_1_1,1.0,1.0,,,,,
0.0,,,0.26721346859486295,4633,DIABETES + COPD + CARDIOVASCULAR,0_0_1,0.0,,1.0,,,,
,,,0.26688102893890675,311,ASTHMA + CARDIOVASCULAR + RENAL_CHRONIC,1_1_0,,1.0,1.0,0.0,,,
,,0.0,0.2662505088885873,7369,OBESITY + ASTHMA + OTHER_DISEASE,0_0_1,,0.0,,,,,1.0
,,0.0,0.26527958387516254,3076,OBESITY + RENAL_CHRONIC + INMSUPR,0_0_1,,,,0.0,1.0,,
1.0,0.0,,0.2648029435193263,26363,DIABETES + HIPERTENSION + TOBACCO,1_0_0,,,,,,0.0,
,,,0.26460207218490267,8783,ASTHMA + INMSUPR + OTHER_DISEASE,0_0_1,,0.0,,,0.0,,1.0
1.0,0.0,,0.2639421182707117,27919,DIABETES + HIPERTENSION + CARDIOVASCULAR,1_0_0,,,0.0,,,,
1.0,0.0,,0.2634681337525007,27992,DIABETES + HIPERTENSION + INMSUPR,1_0_0,,,,,0.0,,
0.0,,,0.26339285714285715,224,DIABETES + COPD + ASTHMA,0_1_1,1.0,1.0,,,,,
1.0,0.0,,0.2628651403143616,27866,DIABETES + HIPERTENSION + OTHER_DISEASE,1_0_0,,,,,,,0.0
,,,0.26274127087399696,9222,COPD + ASTHMA + OTHER_DISEASE,0_0_1,0.0,0.0,,,,,1.0
,0.0,1.0,0.26248399487836105,781,HIPERTENSION + OBESITY + CARDIOVASCULAR,0_1_1,,,1.0,,,,
,,,0.2621983914209115,3730,CARDIOVASCULAR + RENAL_CHRONIC + INMSUPR,0_0_1,,,0.0,0.0,1.0,,
,,,0.2618037135278515,3770,COPD + RENAL_CHRONIC + INMSUPR,0_0_1,0.0,,,0.0,1.0,,
1.0,0.0,,0.26131014409429015,27829,DIABETES + HIPERTENSION + COPD,1_0_0,0.0,,,,,,
,,,0.26077844311377246,3340,RENAL_CHRONIC + INMSUPR + OTHER_DISEASE,0_1_0,,,,0.0,1.0,,0.0
,,,0.2606677985285795,8835,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,0_0_1,,0.0,0.0,,,,1.0
0.0,,,0.25961538461538464,104,DIABETES + ASTHMA + RENAL_CHRONIC,0_1_1,,1.0,,1.0,,,
,,0.0,0.25936517014583926,6994,OBESITY + TOBACCO + OTHER_DISEASE,0_0_1,,,,,,0.0,1.0
1.0,0.0,,0.2592406516902318,27866,DIABETES + HIPERTENSION + RENAL_CHRONIC,1_0_0,,,,0.0,,,
,,,0.25833333333333336,8280,INMSUPR + TOBACCO + OTHER_DISEASE,0_0_1,,,,,0.0,0.0,1.0
,,,0.25758790516550223,8731,COPD + TOBACCO + OTHER_DISEASE,0_0_1,0.0,,,,,0.0,1.0
,,1.0,0.25688073394495414,218,OBESITY + ASTHMA + CARDIOVASCULAR,1_1_1,,1.0,1.0,,,,
,,,0.2561477689996662,8987,ASTHMA + RENAL_CHRONIC + OTHER_DISEASE,0_0_1,,0.0,,0.0,,,1.0
,,,0.25573339703774484,8372,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,0_0_1,,,0.0,,,0.0,1.0
0.0,0.0,,0.2556976097832129,1799,DIABETES + HIPERTENSION + RENAL_CHRONIC,0_0_1,,,,1.0,,,
,,0.0,0.2554161915621437,7016,OBESITY + INMSUPR + OTHER_DISEASE,0_0_1,,,,,0.0,,1.0
,,0.0,0.25417288641606733,7369,OBESITY + COPD + OTHER_DISEASE,0_0_1,0.0,,,,,,1.0
1.0,0.0,1.0,0.25396587847949714,6682,DIABETES + HIPERTENSION + OBESITY,1_0_1,,,,,,,
,0.0,,0.25360230547550433,347,HIPERTENSION + CARDIOVASCULAR + TOBACCO,0_1_1,,,1.0,,,1.0,
,,0.0,0.2534775888717156,7117,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,0_0_1,,,0.0,,,,1.0
,,,0.2515616127200454,8805,COPD + INMSUPR + OTHER_DISEASE,0_0_1,0.0,,,,0.0,,1.0
,,,0.25050218598605695,8463,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,0_0_1,,,0.0,,0.0,,1.0
,,,0.24961769203623102,8501,RENAL_CHRONIC + TOBACCO + OTHER_DISEASE,0_0_1,,,,0.0,,0.0,1.0
,,,0.24876237623762376,8888,COPD + CARDIOVASCULAR + OTHER_DISEASE,0_0_1,0.0,,0.0,,,,1.0
0.0,1.0,0.0,0.24840638759282382,30434,DIABETES + HIPERTENSION + OBESITY,0_1_0,,,,,,,
1.0,,1.0,0.24805194805194805,770,DIABETES + OBESITY + ASTHMA,1_1_1,,1.0,,,,,
,,,0.24761904761904763,105,COPD + INMSUPR + OTHER_DISEASE,1_1_1,1.0,,,,1.0,,1.0
,,0.0,0.24714245887928632,7174,OBESITY + RENAL_CHRONIC + OTHER_DISEASE,0_0_1,,,,0.0,,,1.0
1.0,,,0.2471042471042471,1554,DIABETES + ASTHMA + TOBACCO,1_1_0,,1.0,,,,0.0,
,,1.0,0.24702380952380953,336,OBESITY + TOBACCO + OTHER_DISEASE,1_1_1,,,,,,1.0,1.0
,0.0,1.0,0.24666666666666667,600,HIPERTENSION + OBESITY + INMSUPR,0_1_1,,,,,1.0,,
,,,0.24641535615171137,8648,RENAL_CHRONIC + INMSUPR + OTHER_DISEASE,0_0_1,,,,0.0,0.0,,1.0
1.0,,,0.24592220828105396,1594,DIABETES + ASTHMA + INMSUPR,1_1_0,,1.0,,,0.0,,
0.0,1.0,,0.24546345661893035,41827,DIABETES + HIPERTENSION + ASTHMA,0_1_0,,0.0,,,,,
,0.0,,0.2444794952681388,3170,HIPERTENSION + ASTHMA + CARDIOVASCULAR,0_0_1,,0.0,1.0,,,,
,0.0,,0.24404162470627727,2979,HIPERTENSION + ASTHMA + INMSUPR,0_0_1,,0.0,,,1.0,,
,,,0.24382408330563865,9027,COPD + RENAL_CHRONIC + OTHER_DISEASE,0_0_1,0.0,,,0.0,,,1.0
0.0,,1.0,0.24328593996840442,633,DIABETES + OBESITY + INMSUPR,0_1_1,,,,,1.0,,
,,,0.242706179646221,8706,CARDIOVASCULAR + RENAL_CHRONIC + OTHER_DISEASE,0_0_1,,,0.0,0.0,,,1.0
,0.0,0.0,0.2420255183413078,2508,HIPERTENSION + OBESITY + INMSUPR,0_0_1,,,,,1.0,,
0.0,1.0,,0.24161136994682103,42498,DIABETES + HIPERTENSION + INMSUPR,0_1_0,,,,,0.0,,
1.0,,,0.24157303370786518,1602,DIABETES + ASTHMA + OTHER_DISEASE,1_1_0,,1.0,,,,,0.0
0.0,1.0,,0.24121130350048722,40023,DIABETES + HIPERTENSION + TOBACCO,0_1_0,,,,,,0.0,
,0.0,,0.24019607843137256,204,HIPERTENSION + COPD + ASTHMA,0_1_1,1.0,1.0,,,,,
,0.0,,0.2399186716367333,2951,HIPERTENSION + CARDIOVASCULAR + TOBACCO,0_1_0,,,1.0,,,0.0,
0.0,1.0,,0.23796463370624324,41565,DIABETES + HIPERTENSION + OTHER_DISEASE,0_1_0,,,,,,,0.0
,0.0,,0.237609841827768,2845,HIPERTENSION + INMSUPR + TOBACCO,0_1_0,,,,,1.0,0.0,
,0.0,,0.23720772619451033,2951,HIPERTENSION + CARDIOVASCULAR + INMSUPR,0_0_1,,,0.0,,1.0,,
0.0,,,0.23658780406531157,3001,DIABETES + ASTHMA + INMSUPR,0_0_1,,0.0,,,1.0,,
,,,0.23655913978494625,93,COPD + ASTHMA + RENAL_CHRONIC,1_1_1,1.0,1.0,,1.0,,,
0.0,1.0,,0.23629271643402106,40763,DIABETES + HIPERTENSION + CARDIOVASCULAR,0_1_0,,,0.0,,,,
0.0,1.0,,0.23628034155233618,41692,DIABETES + HIPERTENSION + COPD,0_1_0,0.0,,,,,,
,0.0,,0.23591212989493793,3141,HIPERTENSION + CARDIOVASCULAR + INMSUPR,0_1_0,,,1.0,,0.0,,
0.0,,,0.23582089552238805,670,DIABETES + TOBACCO + OTHER_DISEASE,0_1_1,,,,,,1.0,1.0
0.0,1.0,,0.23582017596721708,41485,DIABETES + HIPERTENSION + RENAL_CHRONIC,0_1_0,,,,0.0,,,
,0.0,,0.2352542372881356,2950,HIPERTENSION + COPD + INMSUPR,0_0_1,0.0,,,,1.0,,
,0.0,0.0,0.23480333730631706,2517,HIPERTENSION + OBESITY + CARDIOVASCULAR,0_0_1,,,1.0,,,,
,0.0,,0.2345514950166113,3010,HIPERTENSION + CARDIOVASCULAR + OTHER_DISEASE,0_1_0,,,1.0,,,,0.0
,,,0.23387096774193547,124,INMSUPR + TOBACCO + OTHER_DISEASE,1_1_1,,,,,1.0,1.0,1.0
,0.0,,0.23383724670311998,3109,HIPERTENSION + CARDIOVASCULAR + RENAL_CHRONIC,0_1_0,,,1.0,0.0,,,
1.0,,0.0,0.2336448598130841,963,DIABETES + OBESITY + ASTHMA,1_0_1,,1.0,,,,,
,0.0,,0.23300970873786409,2575,HIPERTENSION + INMSUPR + OTHER_DISEASE,0_1_0,,,,,1.0,,0.0
1.0,,,0.23248199083169613,1527,DIABETES + ASTHMA + CARDIOVASCULAR,1_1_0,,1.0,0.0,,,,
0.0,,0.0,0.2318380309646685,2519,DIABETES + OBESITY + INMSUPR,0_0_1,,,,,1.0,,
0.0,1.0,1.0,0.2309255784865541,12792,DIABETES + HIPERTENSION + OBESITY,0_1_1,,,,,,,
1.0,,,0.23092369477911648,1494,DIABETES + COPD + ASTHMA,1_0_1,0.0,1.0,,,,,
0.0,,,0.23074253990284524,2882,DIABETES + INMSUPR + TOBACCO,0_1_0,,,,,1.0,0.0,
0.0,,1.0,0.23072139303482586,1608,DIABETES + OBESITY + OTHER_DISEASE,0_1_1,,,,,,,1.0
1.0,,,0.23057485786481363,1583,DIABETES + ASTHMA + RENAL_CHRONIC,1_1_0,,1.0,,0.0,,,
,,,0.2302158273381295,278,COPD + ASTHMA + CARDIOVASCULAR,0_1_1,0.0,1.0,1.0,,,,
,0.0,,0.2299687825182102,2883,HIPERTENSION + RENAL_CHRONIC + INMSUPR,0_0_1,,,,0.0,1.0,,
0.0,,,0.22716705413483892,3011,DIABETES + COPD + INMSUPR,0_0_1,0.0,,,,1.0,,
,,0.0,0.22702702702702704,185,OBESITY + ASTHMA + CARDIOVASCULAR,0_1_1,,1.0,1.0,,,,
0.0,,,0.2269792728508325,2943,DIABETES + CARDIOVASCULAR + INMSUPR,0_0_1,,,0.0,,1.0,,
,0.0,,0.2258481421647819,3095,HIPERTENSION + COPD + CARDIOVASCULAR,0_0_1,0.0,,1.0,,,,
,1.0,,0.22454424188528235,2249,HIPERTENSION + ASTHMA + INMSUPR,1_1_0,,1.0,,,0.0,,
,1.0,1.0,0.22381378692927484,1117,HIPERTENSION + OBESITY + ASTHMA,1_1_1,,1.0,,,,,
,1.0,,0.22186642268984447,2186,HIPERTENSION + ASTHMA + TOBACCO,1_1_0,,1.0,,,,0.0,
1.0,,,0.22137404580152673,131,DIABETES + ASTHMA + OTHER_DISEASE,1_1_1,,1.0,,,,,1.0
,1.0,,0.2206342117016525,2239,HIPERTENSION + ASTHMA + OTHER_DISEASE,1_1_0,,1.0,,,,,0.0
,0.0,,0.22016806722689075,595,HIPERTENSION + TOBACCO + OTHER_DISEASE,0_1_1,,,,,,1.0,1.0
0.0,,,0.21997573797007683,7419,DIABETES + ASTHMA + OTHER_DISEASE,0_0_1,,0.0,,,,,1.0
,0.0,,0.21705426356589147,129,HIPERTENSION + ASTHMA + INMSUPR,0_1_1,,1.0,,,1.0,,
0.0,,,0.21677327647476902,2814,DIABETES + RENAL_CHRONIC + INMSUPR,0_0_1,,,,0.0,1.0,,
,1.0,0.0,0.21577726218097448,1293,HIPERTENSION + OBESITY + ASTHMA,1_0_1,,1.0,,,,,
0.0,,,0.2145397638355385,7029,DIABETES + TOBACCO + OTHER_DISEASE,0_0_1,,,,,,0.0,1.0
0.0,,,0.2141185647425897,2564,DIABETES + INMSUPR + OTHER_DISEASE,0_1_0,,,,,1.0,,0.0
0.0,,0.0,0.21260876703332787,6091,DIABETES + OBESITY + OTHER_DISEASE,0_0_1,,,,,,,1.0
,1.0,,0.211864406779661,2242,HIPERTENSION + ASTHMA + RENAL_CHRONIC,1_1_0,,1.0,,0.0,,,
,1.0,,0.2117096018735363,2135,HIPERTENSION + ASTHMA + CARDIOVASCULAR,1_1_0,,1.0,0.0,,,,
,0.0,1.0,0.2115677321156773,1314,HIPERTENSION + OBESITY + OTHER_DISEASE,0_1_1,,,,,,,1.0
,,,0.21105527638190955,199,ASTHMA + CARDIOVASCULAR + INMSUPR,1_0_1,,1.0,0.0,,1.0,,
,,,0.20930232558139536,86,ASTHMA + RENAL_CHRONIC + TOBACCO,1_1_1,,1.0,,1.0,,1.0,
0.0,,,0.20921560793714208,7509,DIABETES + COPD + OTHER_DISEASE,0_0_1,0.0,,,,,,1.0
,1.0,,0.2082752208275221,2151,HIPERTENSION + COPD + ASTHMA,1_0_1,0.0,1.0,,,,,
0.0,,,0.208,7250,DIABETES + CARDIOVASCULAR + OTHER_DISEASE,0_0_1,,,0.0,,,,1.0
0.0,,,0.20770637041203768,7111,DIABETES + INMSUPR + OTHER_DISEASE,0_0_1,,,,,0.0,,1.0
0.0,0.0,,0.2073986619441165,2541,DIABETES + HIPERTENSION + CARDIOVASCULAR,0_0_1,,,1.0,,,,
0.0,,,0.20700808625336928,7420,DIABETES + RENAL_CHRONIC + OTHER_DISEASE,0_0_1,,,,0.0,,,1.0
,1.0,,0.2046783625730994,171,HIPERTENSION + ASTHMA + OTHER_DISEASE,1_1_1,,1.0,,,,,1.0
,,,0.20304568527918782,197,ASTHMA + INMSUPR + TOBACCO,1_1_0,,1.0,,,1.0,0.0,
0.0,0.0,,0.20297029702970298,2424,DIABETES + HIPERTENSION + INMSUPR,0_0_1,,,,,1.0,,
,0.0,,0.2009685230024213,6608,HIPERTENSION + ASTHMA + OTHER_DISEASE,0_0_1,,0.0,,,,,1.0
,,,0.2,200,ASTHMA + RENAL_CHRONIC + INMSUPR,1_0_1,,1.0,,0.0,1.0,,
,1.0,,0.19642857142857142,224,HIPERTENSION + ASTHMA + TOBACCO,1_1_1,,1.0,,,,1.0,
,0.0,,0.19590596513673436,6253,HIPERTENSION + TOBACCO + OTHER_DISEASE,0_0_1,,,,,,0.0,1.0
,,,0.19540229885057472,174,COPD + ASTHMA + INMSUPR,0_1_1,0.0,1.0,,,1.0,,
,0.0,0.0,0.19479580773400795,5534,HIPERTENSION + OBESITY + OTHER_DISEASE,0_0_1,,,,,,,1.0
,,,0.19444444444444445,72,ASTHMA + RENAL_CHRONIC + OTHER_DISEASE,1_1_1,,1.0,,1.0,,,1.0
,,1.0,0.19310344827586207,145,OBESITY + ASTHMA + INMSUPR,1_1_1,,1.0,,,1.0,,
,0.0,,0.19298780487804879,6560,HIPERTENSION + CARDIOVASCULAR + OTHER_DISEASE,0_0_1,,,0.0,,,,1.0
,0.0,,0.19258266309204647,6714,HIPERTENSION + COPD + OTHER_DISEASE,0_0_1,0.0,,,,,,1.0
,0.0,,0.191990400479976,6667,HIPERTENSION + RENAL_CHRONIC + OTHER_DISEASE,0_0_1,,,,0.0,,,1.0
,,,0.1919191919191919,198,ASTHMA + INMSUPR + OTHER_DISEASE,1_1_0,,1.0,,,1.0,,0.0
,,,0.19083969465648856,131,COPD + ASTHMA + TOBACCO,1_1_1,1.0,1.0,,,,1.0,
